Candidate	Party	Rank	Gender	Norwegian	Ethnicity	Birth Year	Priority	County	Code	Municipality
Terje Mikalsen	PP	3	Male	Norsk		1959	NO	Oslo	0301	Oslo
Jan Fredrik Sundene	PP	4	Male	Norsk		1949	NO	Oslo	0301	Oslo
Erling Melenius	PP	5	Male	Norsk		1935	NO	Oslo	0301	Oslo
Torill Anita Gran Larsen	PP	6	Female	Norsk		1952	NO	Oslo	0301	Oslo
Berit Kraft	PP	7	Female	Norsk		1944	NO	Oslo	0301	Oslo
Ellen-Elisabeth Akre-Aas	PP	8	Female	Norsk		1942	NO	Oslo	0301	Oslo
Sverre Kirkeby	PP	9	Male	Norsk		1936	NO	Oslo	0301	Oslo
Kjell Danielsen	PP	10	Male	Norsk		1933	NO	Oslo	0301	Oslo
Per Otto Simon Hartmann	PP	11	Male	Norsk		1928	NO	Oslo	0301	Oslo
Miriam Nygren	PP	12	Female	Norsk		1928	NO	Oslo	0301	Oslo
Eivind Frode Labråten	PP	13	Male	Norsk		1948	NO	Oslo	0301	Oslo
Karin Haug	PP	14	Female	Norsk		1939	NO	Oslo	0301	Oslo
Kjell Stensson	PP	15	Male	Norsk		1949	NO	Oslo	0301	Oslo
Trygve Karlengen	PP	16	Male	Norsk		1932	NO	Oslo	0301	Oslo
Edith Helene Hammari	PP	17	Female	Norsk		1941	NO	Oslo	0301	Oslo
Bjørg Karlsen	PP	18	Female	Norsk		1934	NO	Oslo	0301	Oslo
Harald Storvik	PP	19	Male	Norsk		1933	NO	Oslo	0301	Oslo
Gunnar Grøvslien	PP	20	Male	Norsk		1935	NO	Oslo	0301	Oslo
Reidun Synnøve Sarre	PP	21	Female	Norsk		1950	NO	Oslo	0301	Oslo
Arnfinn Olav Solli	PP	22	Male	Norsk		1934	NO	Oslo	0301	Oslo
Grethe Horn	PP	23	Female	Norsk		1938	NO	Oslo	0301	Oslo
Laila Synnøve Jenssen Sundt	PP	24	Female	Norsk		1932	NO	Oslo	0301	Oslo
Øystein Jakobsen	PIR	1	Male	Norsk		1976	NO	Oslo	0301	Oslo
Thomas Gramstad	PIR	2	Male	Norsk		1961	NO	Oslo	0301	Oslo
Håkon Wium Lie	PIR	3	Male	Norsk		1965	NO	Oslo	0301	Oslo
Manuel Pettersen Lains	PIR	4	Male	Norsk		1980	NO	Oslo	0301	Oslo
Øystein Middelthun	PIR	5	Male	Norsk		1977	NO	Oslo	0301	Oslo
Daniel Ingar Davidsen	PIR	6	Male	Norsk		1992	NO	Oslo	0301	Oslo
Hans Jørgen Lysglimt	PIR	7	Male	Norsk		1971	NO	Oslo	0301	Oslo
Asbjørn Ulsberg	PIR	8	Male	Norsk		1980	NO	Oslo	0301	Oslo
Geir Isene	PIR	9	Male	Norsk		1966	NO	Oslo	0301	Oslo
Tobias Brox	PIR	10	Male	Norsk		1975	NO	Oslo	0301	Oslo
Christian Lains	PIR	11	Male	Norsk		1987	NO	Oslo	0301	Oslo
Michal Bergseth	PIR	12	Male	Norsk		1979	NO	Oslo	0301	Oslo
Joanna Hvalen	PIR	13	Female	Norsk		1964	NO	Oslo	0301	Oslo
Kenneth Rockers	PIR	14	Male	Norsk		1977	NO	Oslo	0301	Oslo
Øystein Røysland Sørlie	PIR	15	Male	Norsk		1985	NO	Oslo	0301	Oslo
Heidi Hovind	PIR	16	Female	Norsk		1970	NO	Oslo	0301	Oslo
Jon Christian Brekke	PIR	17	Male	Norsk		1979	NO	Oslo	0301	Oslo
Grete Sofie Fallan Glasø-Olsen	PIR	18	Female	Norsk		1953	NO	Oslo	0301	Oslo
Krister Borge	PIR	19	Male	Norsk		1982	NO	Oslo	0301	Oslo
Jo Flottorp Ness	PIR	20	Male	Norsk		1987	NO	Oslo	0301	Oslo
Trond Anders Sorvoja	PIR	21	Male	Norsk		1976	NO	Oslo	0301	Oslo
Bjørnar Moxnes	R	1	Male	Norsk		1981	YES	Oslo	0301	Oslo
Negar Enayati	R	2	Female	Non	Persian	1987	YES	Oslo	0301	Oslo
Eivor Evenrud	R	3	Female	Norsk		1982	YES	Oslo	0301	Oslo
Sissel Hallem	R	4	Female	Norsk		1965	YES	Oslo	0301	Oslo
Marit Halse	R	5	Female	Norsk		1972	YES	Oslo	0301	Oslo
Siavash Mobasheri	R	6	Male	Non	Persian	1990	YES	Oslo	0301	Oslo
Helle Hagenau	R	7	Female	Norsk		1965	YES	Oslo	0301	Oslo
Truls Drageset Dydland	R	8	Male	Norsk		1992	YES	Oslo	0301	Oslo
Tale Marte Dæhlen	R	9	Female	Norsk		1984	YES	Oslo	0301	Oslo
Sajjad Thathaal	R	10	Male	Non	Arabic	1974	YES	Oslo	0301	Oslo
Rameen Najam Sheikh	R	11	Female	Non	Arabic	1997	NO	Oslo	0301	Oslo
Jorunn Folkvord	R	12	Female	Norsk		1973	NO	Oslo	0301	Oslo
Naima Abdirahman Aseyr	R	13	Female	Non	Arabic	1977	NO	Oslo	0301	Oslo
Maren Rismyhr	R	14	Female	Norsk		1947	NO	Oslo	0301	Oslo
Gunn Erna Pound	R	15	Female	Norsk		1951	NO	Oslo	0301	Oslo
Åshild Lappegård Lahn	R	16	Female	Norsk		1988	NO	Oslo	0301	Oslo
Claudio  Varas Rojas	R	17	Male	Non	Spanish	1963	NO	Oslo	0301	Oslo
Seher Aydar	R	18	Female	Non	Turkish	1989	NO	Oslo	0301	Oslo
Live Gundersen	R	19	Female	Norsk		1989	NO	Oslo	0301	Oslo
Stig Berntsen	R	20	Male	Norsk		1975	NO	Oslo	0301	Oslo
Arne  Rolijordet	R	21	Male	Norsk		1951	NO	Oslo	0301	Oslo
Victoria Rweikiza	R	22	Female	Non	Tanzanian	1953	NO	Oslo	0301	Oslo
Ayan  Ali	R	23	Female	Non	Arabic	1989	NO	Oslo	0301	Oslo
Fredrik Olstad	R	24	Male	Norsk		1981	NO	Oslo	0301	Oslo
Ayser Yüce Farhad	R	25	Female	Non	Persian	1969	NO	Oslo	0301	Oslo
Eva Celine Jørgensen	R	26	Female	Norsk		1954	NO	Oslo	0301	Oslo
Olaf Svorstøl	R	27	Male	Norsk		1942	NO	Oslo	0301	Oslo
Marielle Leraand	R	28	Female	Norsk		1974	NO	Oslo	0301	Oslo
Markus Hansen	R	29	Male	Norsk		1987	NO	Oslo	0301	Oslo
Johanna Engen	R	30	Female	Norsk		1948	NO	Oslo	0301	Oslo
Baghi Taleb Ol Elm	R	31	Male	Non	Norsk	1967	NO	Oslo	0301	Oslo
Mariette  Lobo	R	32	Female	Norsk		1963	NO	Oslo	0301	Oslo
Mohammad Ghannam	R	33	Male	Non	Arabic	1985	NO	Oslo	0301	Oslo
Unni Kjærnes	R	34	Female	Norsk		1952	NO	Oslo	0301	Oslo
Malin Lenita Vik	R	35	Female	Norsk		1985	NO	Oslo	0301	Oslo
Ali Mirahmadi	R	36	Male	Non	Arabic	1991	NO	Oslo	0301	Oslo
Elin Volder Rutle	R	37	Female	Norsk		1981	NO	Oslo	0301	Oslo
Erling Folkvord	R	38	Male	Norsk		1949	NO	Oslo	0301	Oslo
Fahila Nawaz	R	39	Female	Non	Arabic	1960	NO	Oslo	0301	Oslo
Lars  Johnsen	R	40	Male	Norsk		1954	NO	Oslo	0301	Oslo
Elling Borgersrud	R	41	Male	Norsk		1975	NO	Oslo	0301	Oslo
Marie Sneve Martinussen	R	42	Female	Norsk		1985	NO	Oslo	0301	Oslo
Benthe Lill Krigerød	R	43	Female	Norsk		1973	NO	Oslo	0301	Oslo
Anita Lie	R	44	Female	Norsk		1982	NO	Oslo	0301	Oslo
Aled Dilwyn Fisher	R	45	Male	Non	Welsh	1986	NO	Oslo	0301	Oslo
Eldbjørg Holte	R	46	Female	Norsk		1943	NO	Oslo	0301	Oslo
Mari Røsjø	R	47	Female	Norsk		1988	NO	Oslo	0301	Oslo
Renie Benedikte Engeseth	R	48	Female	Norsk		1969	NO	Oslo	0301	Oslo
Amin  Senatorzade	R	49	Male	Non	Arabic	1979	NO	Oslo	0301	Oslo
Elisabeth  Rode Gustavsen	R	50	Female	Norsk		1969	NO	Oslo	0301	Oslo
Jorge R. S. Rocabado	R	51	Male	Non	Spanish	1955	NO	Oslo	0301	Oslo
Linda Tinuke Strandmyr	R	52	Female	Norsk		1988	NO	Oslo	0301	Oslo
Ben  Borgen	R	53	Male	Norsk		1952	NO	Oslo	0301	Oslo
Shamima Rahman	R	54	Female	Non	Arabic	1963	NO	Oslo	0301	Oslo
Bjørn Ragnar Nordengen	R	55	Male	Norsk		1961	NO	Oslo	0301	Oslo
Linda Hægdahl	R	56	Female	Norsk		1972	NO	Oslo	0301	Oslo
Morten  Svendsen	R	57	Male	Norsk		1979	NO	Oslo	0301	Oslo
Siri Jensen	R	58	Female	Norsk		1948	NO	Oslo	0301	Oslo
Boye Ullmann	R	59	Male	Norsk		1954	NO	Oslo	0301	Oslo
Jorun  Gulbrandsen	R	60	Female	Norsk		1948	NO	Oslo	0301	Oslo
Trond  Nordby	R	61	Male	Norsk		1943	NO	Oslo	0301	Oslo
"Tommy Tommy Tee"" Flåten"""	R	62	Male	Norsk		1971	NO	Oslo	0301	Oslo
Aslak Sira Myhre	R	63	Male	Norsk		1973	NO	Oslo	0301	Oslo
Ebba  Wergeland	R	64	Female	Norsk		1946	NO	Oslo	0301	Oslo
Harald Stabell	R	65	Male	Norsk		1947	NO	Oslo	0301	Oslo
Aisha Naz Bhatti	SP	1	Female	Non	Arabic	1981	YES	Oslo	0301	Oslo
Daniel Stephanek	SP	2	Male	Norsk		1974	NO	Oslo	0301	Oslo
Ingrid Ailin Strømme	SP	3	Female	Norsk		1976	NO	Oslo	0301	Oslo
Syver Glordencio Zachariassen	SP	4	Male	Norsk		1988	NO	Oslo	0301	Oslo
Morten Georg Edvardsen	SP	5	Male	Norsk		1982	NO	Oslo	0301	Oslo
Bjørg Sandkjær	SP	6	Female	Norsk		1972	NO	Oslo	0301	Oslo
Danny Ghazanfar Chaudhry	SP	7	Male	Non	Indian	1961	NO	Oslo	0301	Oslo
Morten Lundstein	SP	8	Male	Norsk		1947	NO	Oslo	0301	Oslo
Karoline Marøy	SP	9	Female	Norsk		1988	NO	Oslo	0301	Oslo
Håvard Grastveit	SP	10	Male	Norsk		1984	NO	Oslo	0301	Oslo
Liv Torill Evenrud	SP	11	Female	Norsk		1966	NO	Oslo	0301	Oslo
Ottar Lystad	SP	12	Male	Norsk		1961	NO	Oslo	0301	Oslo
Harald Høyem	SP	13	Male	Norsk		1989	NO	Oslo	0301	Oslo
Ellen Marie Andersen	SP	14	Female	Norsk		1947	NO	Oslo	0301	Oslo
Lars Asgeir Rottem Krangnes	SP	15	Male	Norsk		1979	NO	Oslo	0301	Oslo
John Andre Storebø	SP	16	Male	Norsk		1987	NO	Oslo	0301	Oslo
Inger Bigum	SP	17	Female	Norsk		1945	NO	Oslo	0301	Oslo
Sjur Ringstad Beckmann	SP	18	Male	Norsk		1958	NO	Oslo	0301	Oslo
Anne Marie Leirfall	SP	19	Female	Norsk		1945	NO	Oslo	0301	Oslo
Rolf Valle	SP	20	Male	Norsk		1982	NO	Oslo	0301	Oslo
Pawel Erlandsen	SP	21	Male	Non	West Slavic	1974	NO	Oslo	0301	Oslo
Tove Berstad	SP	22	Female	Norsk		1939	NO	Oslo	0301	Oslo
Svein Sundsbø	SP	23	Male	Norsk		1943	NO	Oslo	0301	Oslo
Anna Regina Jenssen	SP	24	Female	Norsk		1942	NO	Oslo	0301	Oslo
Ingvar Botnen	SP	25	Male	Norsk		1950	NO	Oslo	0301	Oslo
Qaman Kalif Musse	SP	26	Male	Non	Arabic	1981	NO	Oslo	0301	Oslo
Erling Kylstad	SP	27	Male	Norsk		1941	NO	Oslo	0301	Oslo
Anne Ingebjørg Enge	SP	28	Female	Norsk		1949	NO	Oslo	0301	Oslo
Kjell Dahle	SP	29	Male	Norsk		1952	NO	Oslo	0301	Oslo
Unn Aarrestad	SP	30	Female	Norsk		1938	NO	Oslo	0301	Oslo
Ola Sendstad	SP	31	Male	Norsk		1986	NO	Oslo	0301	Oslo
Anne Marie Aanerud	SP	32	Female	Norsk		1985	NO	Oslo	0301	Oslo
Lars Gjemble	SP	33	Male	Norsk		1977	NO	Oslo	0301	Oslo
Elise Fylling	SP	34	Female	Norsk		1985	NO	Oslo	0301	Oslo
Petter Haakenstad Godli	SP	35	Male	Norsk		1989	NO	Oslo	0301	Oslo
Beate Homlong	SP	36	Female	Norsk		1965	NO	Oslo	0301	Oslo
Ragnar Kvåle	SP	37	Male	Norsk		1960	NO	Oslo	0301	Oslo
Inger Johanne Nordås	SP	38	Female	Norsk		1955	NO	Oslo	0301	Oslo
Jonas Røed	SP	39	Male	Norsk		1974	NO	Oslo	0301	Oslo
Ole Andre Karlson	SP	40	Male	Norsk		1979	NO	Oslo	0301	Oslo
Lula Woldu	SP	41	Female	Non	Ethiopian	1972	NO	Oslo	0301	Oslo
Børge Einrem	SP	42	Male	Norsk		1971	NO	Oslo	0301	Oslo
Jenny Karine Sundsbø	SP	43	Female	Norsk		1986	NO	Oslo	0301	Oslo
Kristian Vårvik	SP	44	Male	Norsk		1951	NO	Oslo	0301	Oslo
Hanna-Mari Helena Anttila-Kvåle	SP	45	Female	Norsk		1963	NO	Oslo	0301	Oslo
Kjetil Hetland	SP	46	Male	Norsk		1977	NO	Oslo	0301	Oslo
Morten Søberg	SP	47	Male	Norsk		1969	NO	Oslo	0301	Oslo
Gunnhild Skrøvseth	SP	48	Female	Norsk		1973	NO	Oslo	0301	Oslo
Kurtish Iljazi	SP	49	Male	Non	Kurdish	1985	NO	Oslo	0301	Oslo
Aksel Torsnes Mehlum	SP	50	Male	Norsk		1976	NO	Oslo	0301	Oslo
Ane Hansdatter Kismul	SP	51	Female	Norsk		1980	NO	Oslo	0301	Oslo
Margaret Eide Hillestad	SP	52	Female	Norsk		1961	NO	Oslo	0301	Oslo
Marianne Borgen	SV	1	Female	Norsk		1951	YES	Oslo	0301	Oslo
Siavash Sangtarash	SV	2	Male	Non	Persian	1982	YES	Oslo	0301	Oslo
Sunniva Holmås Eidsvoll	SV	3	Female	Norsk		1983	YES	Oslo	0301	Oslo
Benjamin Endré Larsen	SV	4	Male	Norsk		1982	YES	Oslo	0301	Oslo
Celia Lima	SV	5	Female	Norsk		1996	YES	Oslo	0301	Oslo
Joakim Dyrnes	SV	6	Male	Norsk		1983	YES	Oslo	0301	Oslo
Gülay Kutal	SV	7	Female	Non	Turkish	1963	YES	Oslo	0301	Oslo
Ivar Johansen	SV	8	Male	Norsk		1950	YES	Oslo	0301	Oslo
Trine Dønhaug	SV	9	Female	Norsk		1956	YES	Oslo	0301	Oslo
Andreas Borud	SV	10	Male	Norsk		1991	YES	Oslo	0301	Oslo
Malin Jacob	SV	11	Female	Norsk		1989	NO	Oslo	0301	Oslo
Frode Ersfjord	SV	12	Male	Norsk		1982	NO	Oslo	0301	Oslo
Mari Lund Arnem	SV	13	Female	Norsk		1986	NO	Oslo	0301	Oslo
Luca Dalen Espseth	SV	14	Female	Norsk		1987	NO	Oslo	0301	Oslo
Marian Abdi Hussein	SV	15	Female	Norsk		1986	NO	Oslo	0301	Oslo
Bjarne Kristoffersen	SV	16	Male	Norsk		1981	NO	Oslo	0301	Oslo
Hanne Eldby	SV	17	Female	Norsk		1963	NO	Oslo	0301	Oslo
Carl Morten Amundsen	SV	18	Male	Norsk		1961	NO	Oslo	0301	Oslo
Judith Kvernes	SV	19	Female	Norsk		1956	NO	Oslo	0301	Oslo
Said Aamin	SV	20	Male	Non	Arabic	1972	NO	Oslo	0301	Oslo
Gabrielle Legrand Gjerdset	SV	21	Female	Norsk		1989	NO	Oslo	0301	Oslo
Cihan Karakoc	SV	22	Male	Non	Turkish	1993	NO	Oslo	0301	Oslo
Susana Mercedes Kværndal	SV	23	Female	Norsk		1974	NO	Oslo	0301	Oslo
Brage Lie Jor	SV	24	Male	Norsk		1995	NO	Oslo	0301	Oslo
Karianne Hansen Heien	SV	25	Female	Norsk		1980	NO	Oslo	0301	Oslo
Ola Skaalvik Elvevold	SV	26	Male	Norsk		1988	NO	Oslo	0301	Oslo
Guri Waalen Borch	SV	27	Female	Norsk		1979	NO	Oslo	0301	Oslo
Trambi Ugas	SV	28	Male	Norsk		1992	NO	Oslo	0301	Oslo
Beate Bruun	SV	29	Female	Norsk		1957	NO	Oslo	0301	Oslo
Hussein Aden Yussuf	SV	30	Male	Non	Arabic	1979	NO	Oslo	0301	Oslo
Andrea Tveeikrem Strømskag	SV	31	Female	Norsk		1986	NO	Oslo	0301	Oslo
Arild Sverstad Haug	SV	32	Male	Norsk		1971	NO	Oslo	0301	Oslo
Gunnell-Erika Sandanger	SV	33	Female	Norsk		1975	NO	Oslo	0301	Oslo
Marius Berge Eide	SV	34	Male	Norsk		1990	NO	Oslo	0301	Oslo
Kristin Borg	SV	35	Female	Norsk		1946	NO	Oslo	0301	Oslo
Thor Egil Braadland	SV	36	Male	Norsk		1968	NO	Oslo	0301	Oslo
Veronica Berglyd Olsen	SV	37	Female	Norsk		1977	NO	Oslo	0301	Oslo
Adam Reiremo	SV	38	Male	Norsk		1988	NO	Oslo	0301	Oslo
Rannveig Dahle	SV	39	Female	Norsk		1940	NO	Oslo	0301	Oslo
Torstein Bae	SV	40	Male	Norsk		1979	NO	Oslo	0301	Oslo
Erna Kahlbom	SV	41	Female	Norsk		1950	NO	Oslo	0301	Oslo
Rolf Andreas Vestvik	SV	42	Male	Norsk		1969	NO	Oslo	0301	Oslo
Henriette Westhrin	SV	43	Female	Norsk		1973	NO	Oslo	0301	Oslo
Geirmund Jor	SV	44	Male	Norsk		1956	NO	Oslo	0301	Oslo
Karin Beate Theodorsen	SV	45	Female	Norsk		1944	NO	Oslo	0301	Oslo
Aslak Syse	SV	46	Male	Norsk		1946	NO	Oslo	0301	Oslo
Iren Mari Luther	SV	47	Female	Norsk		1967	NO	Oslo	0301	Oslo
Jan Olav Andersen	SV	48	Male	Norsk		1956	NO	Oslo	0301	Oslo
Hannah Helseth	SV	49	Female	Norsk		1980	NO	Oslo	0301	Oslo
Knut Kjeldstadli	SV	50	Male	Norsk		1948	NO	Oslo	0301	Oslo
Åshild Olaussen	SV	51	Female	Norsk		1969	NO	Oslo	0301	Oslo
Lena Jensen	SV	52	Female	Norsk		1973	NO	Oslo	0301	Oslo
Olivia Corso Salles	SV	53	Female	Non	Spanish	1985	NO	Oslo	0301	Oslo
Nora Elisabeth Fjelddalen	SV	54	Female	Norsk		1986	NO	Oslo	0301	Oslo
Theo Koritzinsky	SV	55	Male	Non	West Slavic	1941	NO	Oslo	0301	Oslo
Guri Melby	V	1	Female	Norsk		1981	YES	Oslo	0301	Oslo
Hallstein Braaten Bjercke	V	2	Male	Norsk		1977	YES	Oslo	0301	Oslo
Toril Berge Flatabø	V	3	Female	Norsk		1978	YES	Oslo	0301	Oslo
Espen Ophaug	V	4	Male	Norsk		1973	YES	Oslo	0301	Oslo
Julianne Ferskaug	V	5	Female	Norsk		1990	NO	Oslo	0301	Oslo
Odd Einar Dørum	V	6	Male	Norsk		1943	NO	Oslo	0301	Oslo
Siv-Lise Bendixen Stærk	V	7	Female	Norsk		1979	NO	Oslo	0301	Oslo
Erik Borge Skei	V	8	Male	Norsk		1975	NO	Oslo	0301	Oslo
Hilde Vestrheim	V	9	Female	Norsk		1967	NO	Oslo	0301	Oslo
Christian Grønlie Herzog	V	10	Male	Norsk		1972	NO	Oslo	0301	Oslo
Naomi Ichihara Røkkum	V	11	Female	Norsk		1987	NO	Oslo	0301	Oslo
Morten Grinna Normann	V	12	Male	Norsk		1992	NO	Oslo	0301	Oslo
Gøril Bjerkhol Havro	V	13	Female	Norsk		1980	NO	Oslo	0301	Oslo
Hans Kristian Voldstad	V	14	Male	Norsk		1958	NO	Oslo	0301	Oslo
Marit Kamøy 	V	15	Female	Norsk		1962	NO	Oslo	0301	Oslo
Espen Langvik	V	16	Male	Norsk		1975	NO	Oslo	0301	Oslo
Agnes Arnadottir	V	17	Female	Norsk		1986	NO	Oslo	0301	Oslo
Jarl Wilhelm Alnæs	V	18	Male	Norsk		1967	NO	Oslo	0301	Oslo
Mehmet Naci Akkøk	V	19	Male	Non	Turkish	1951	NO	Oslo	0301	Oslo
Kyrre Alvær	V	20	Male	Norsk		1972	NO	Oslo	0301	Oslo
Anne Siri Koksrud Bekkelund	V	21	Female	Norsk		1983	NO	Oslo	0301	Oslo
Jon-Terje Bekken	V	22	Male	Norsk		1972	NO	Oslo	0301	Oslo
Anne Bjerke	V	23	Female	Norsk		1980	NO	Oslo	0301	Oslo
John Bjørnøy	V	24	Male	Norsk		1953	NO	Oslo	0301	Oslo
Frida  Blomgren	V	25	Female	Norsk		1971	NO	Oslo	0301	Oslo
Øyvind Eggen	V	26	Male	Norsk		1970	NO	Oslo	0301	Oslo
Khadija Ehsan	V	27	Female	Non	Persian	1988	NO	Oslo	0301	Oslo
Eva Michelsen Ekroll	V	28	Female	Norsk		1985	NO	Oslo	0301	Oslo
Guro Fjellanger	V	29	Female	Norsk		1964	NO	Oslo	0301	Oslo
Lars Olav Fosse	V	30	Male	Norsk		1976	NO	Oslo	0301	Oslo
Guro Svenkerud Fresvik	V	31	Female	Norsk		1981	NO	Oslo	0301	Oslo
Håvard Haagenrud	V	32	Male	Norsk		1976	NO	Oslo	0301	Oslo
Sindre Hervig	V	33	Male	Norsk		1982	NO	Oslo	0301	Oslo
Gudrun Jære Hoel	V	34	Female	Norsk		1964	NO	Oslo	0301	Oslo
Sofie Høgestøl	V	35	Female	Norsk		1986	NO	Oslo	0301	Oslo
Ingunn Ikdahl	V	36	Female	Norsk		1976	NO	Oslo	0301	Oslo
Britt Inglingstad	V	37	Female	Norsk		1959	NO	Oslo	0301	Oslo
Ingrid Agnes Keenan	V	38	Female	Norsk		1990	NO	Oslo	0301	Oslo
Mohammad Nawaz Khan	V	39	Male	Non	Persian	1981	NO	Oslo	0301	Oslo
Ingeborg Kjos	V	40	Female	Norsk		1987	NO	Oslo	0301	Oslo
Maria Caroline Klose	V	41	Female	Norsk		1984	NO	Oslo	0301	Oslo
Tina Shagufta Kornmo	V	42	Female	Norsk		1968	NO	Oslo	0301	Oslo
Berit Kvæven	V	43	Female	Norsk		1942	NO	Oslo	0301	Oslo
Ingvill Elvestad Meltvedt	V	44	Female	Norsk		1982	NO	Oslo	0301	Oslo
Else Leona McClimans	V	45	Female	Norsk		1968	NO	Oslo	0301	Oslo
Kaare R. Norum	V	46	Male	Norsk		1932	NO	Oslo	0301	Oslo
Bente-Marie Nørgård	V	47	Female	Norsk		1961	NO	Oslo	0301	Oslo
Leif Christian Roberg	V	48	Male	Norsk		1979	NO	Oslo	0301	Oslo
Daniel Heggelid Rugaas	V	49	Male	Norsk		1988	NO	Oslo	0301	Oslo
Aud Krogh Skaugen	V	50	Female	Non	German	1954	NO	Oslo	0301	Oslo
Andreas Skjæret	V	51	Male	Norsk		1990	NO	Oslo	0301	Oslo
Ragnar Skjøld	V	52	Male	Norsk		1956	NO	Oslo	0301	Oslo
Ina Roll Spinnangr	V	53	Female	Norsk		1982	NO	Oslo	0301	Oslo
Marianne Støylen	V	54	Female	Norsk		1993	NO	Oslo	0301	Oslo
Øistein Østtveit Svelle	V	55	Male	Norsk		1982	NO	Oslo	0301	Oslo
Stig  Tollefsen	V	56	Male	Norsk		1968	NO	Oslo	0301	Oslo
Åse Tveiten	V	57	Female	Norsk		1937	NO	Oslo	0301	Oslo
Therese Vangstad	V	58	Female	Norsk		1977	NO	Oslo	0301	Oslo
Marit Kristine Vea	V	59	Female	Norsk		1985	NO	Oslo	0301	Oslo
Ketil Vestrum Einarsen	V	60	Male	Norsk		1977	NO	Oslo	0301	Oslo
Jørgen Wahlberg	V	61	Male	Norsk		1972	NO	Oslo	0301	Oslo
Thomas Wendelborg	V	62	Male	Norsk		1972	NO	Oslo	0301	Oslo
Ane Margrete Wigers	V	63	Female	Norsk		1965	NO	Oslo	0301	Oslo
Anita Wold	V	64	Female	Norsk		1976	NO	Oslo	0301	Oslo
Kjell Veivåg	V	65	Male	Norsk		1946	NO	Oslo	0301	Oslo
Fabian Stang	H	1	Male	Non	German	1955	YES	Oslo	0301	Oslo
Stian Berger Røsland	H	2	Male	Norsk		1976	YES	Oslo	0301	Oslo
Jenny Clemet von Tetzschner	H	3	Female	Non	German	1991	YES	Oslo	0301	Oslo
Bård Folke Fredriksen	H	4	Male	Norsk		1967	YES	Oslo	0301	Oslo
Saida R. Begum	H	5	Female	Non	Arabic	1987	YES	Oslo	0301	Oslo
Pia Farstad von Hall	H	6	Female	Norsk		1967	YES	Oslo	0301	Oslo
Eirik Lae Solberg	H	7	Male	Norsk		1971	YES	Oslo	0301	Oslo
Øystein Rikheim Sundelin	H	8	Male	Norsk		1985	YES	Oslo	0301	Oslo
Yassine Arakia	H	9	Male	Non	Arabic	1966	YES	Oslo	0301	Oslo
Øystein Eriksen Søreide	H	10	Male	Norsk		1969	YES	Oslo	0301	Oslo
Ola Kvisgaard	H	11	Male	Norsk		1963	NO	Oslo	0301	Oslo
Grete Horntvedt	H	12	Female	Norsk		1944	NO	Oslo	0301	Oslo
Mathilde Tybring-Gjedde	H	13	Female	Norsk		1992	NO	Oslo	0301	Oslo
Elin Horn Galtung	H	14	Female	Norsk		1945	NO	Oslo	0301	Oslo
Geir Kvarme	H	15	Male	Norsk		1963	NO	Oslo	0301	Oslo
James Stove Lorentzen	H	16	Male	Norsk		1957	NO	Oslo	0301	Oslo
Morten Steenstrup	H	17	Male	Norsk		1953	NO	Oslo	0301	Oslo
Aksel Fridstrøm	H	18	Male	Norsk		1986	NO	Oslo	0301	Oslo
Hermann Smith-Sivertsen	H	19	Male	Norsk		1962	NO	Oslo	0301	Oslo
Per-Trygve Hoff	H	20	Male	Norsk		1954	NO	Oslo	0301	Oslo
Carl-Henrik Bastiansen	H	21	Male	Norsk		1982	NO	Oslo	0301	Oslo
Kristoffer Gustavsen	H	22	Male	Norsk		1991	NO	Oslo	0301	Oslo
Gulsum Koc	H	23	Female	Non	Turkish	1987	NO	Oslo	0301	Oslo
Maren Malthe-Sørenssen	H	24	Female	Norsk		1971	NO	Oslo	0301	Oslo
Maria Göthner	H	25	Female	Norsk		1990	NO	Oslo	0301	Oslo
Carl Oscar Pedersen	H	26	Male	Norsk		1956	NO	Oslo	0301	Oslo
Jon Ole Whist	H	27	Male	Norsk		1976	NO	Oslo	0301	Oslo
Hermann Kopp	H	28	Male	Norsk		1936	NO	Oslo	0301	Oslo
Ståle Hagen	H	29	Male	Norsk		1968	NO	Oslo	0301	Oslo
Konrad Janusz Værnes	H	30	Male	Non	West Slavic	1992	NO	Oslo	0301	Oslo
Ewa Gawecka	H	31	Female	Non	Hebrew	1978	NO	Oslo	0301	Oslo
Hege Astrup Sannum	H	32	Female	Norsk		1976	NO	Oslo	0301	Oslo
Kjell Omdal Erichsen	H	33	Male	Norsk		1978	NO	Oslo	0301	Oslo
Aga Sadlowska	H	34	Female	Non	West Slavic	1980	NO	Oslo	0301	Oslo
Morten Bakke	H	35	Male	Norsk		1973	NO	Oslo	0301	Oslo
Thordis Widvey Haugen	H	36	Female	Norsk		1990	NO	Oslo	0301	Oslo
Thea Kristine Schjerven	H	37	Female	Norsk		1978	NO	Oslo	0301	Oslo
Nicolai Øyen Langfeldt	H	38	Male	Norsk		1996	NO	Oslo	0301	Oslo
Aslak Aslaksen	H	39	Male	Norsk		1959	NO	Oslo	0301	Oslo
Lars Madsen	H	40	Male	Norsk		1987	NO	Oslo	0301	Oslo
Heidi Fuglesang	H	41	Female	Norsk		1992	NO	Oslo	0301	Oslo
Irma Iversen	H	42	Female	Norsk		1939	NO	Oslo	0301	Oslo
